article_id,title,journal,pub_year,times_cited,doi,study_type_2,affiliation,affiliation_country,affiliation_airport,affiliation_airport_code,fieldstudy_country,field_study_location,field_airport,field_airport_code
466,Effects of the alien coral Tubastraea tagusensis on native coral assemblages in a southwestern Atlantic coral reef,MARINE BIOLOGY,2016,16,10.1007/s00227-016-2819-9,Field-based,"Univ Fed Bahia, Lab Ecol Benton, BR-40170290 Salvador, BA, Univ Fed Bahia, Programa Posgrad Ecol & Biomonitoramento, BR-40170290 Salvador, BA",Brazil,NA,NA,Brazil,NA,NA,NA
467,The influence of seasonality on benthic primary production in a Red Sea coral reef,MARINE BIOLOGY,2016,7,10.1007/s00227-015-2787-5,Field-based,"Leibniz Ctr Trop Marine Ecol ZMT, Coral Reef Ecol Grp CORE, Fahrenheitstr 6, D-28359 Bremen",Germany,NA,NA,Jordan,NA,NA,NA
468,Variability in chemical defense across a shallow to mesophotic depth gradient in the Caribbean sponge Plakortis angulospiculatus,CORAL REEFS,2016,10,10.1007/s00338-015-1324-9,Field-based,"Univ Mississippi, Dept BioMol Sci, University, Univ Mississippi, Natl Ctr Nat Prod Res, University",United States,NA,NA,Bahamas,NA,NA,NA
468,Variability in chemical defense across a shallow to mesophotic depth gradient in the Caribbean sponge Plakortis angulospiculatus,CORAL REEFS,2016,10,10.1007/s00338-015-1324-9,Field-based,"Univ Mississippi, Dept BioMol Sci, University, Univ Mississippi, Natl Ctr Nat Prod Res, University",United States,NA,NA,Cayman Islands,NA,NA,NA
470,"An assessment of shallow and mesophotic reef brachyuran crab assemblages on the south shore of O'ahu, Hawai'i",CORAL REEFS,2016,9,10.1007/s00338-015-1382-z,Field-based,"Univ Hawaii Manoa, Hawaii Inst Marine Biol, POB 1346, Kaneohe",United States,NA,NA,United States,NA,NA,NA
471,"Mesophotic reef fish assemblages of the remote St. Peter and St. Paul's Archipelago, Mid-Atlantic Ridge, Brazil",CORAL REEFS,2016,29,10.1007/s00338-015-1368-x,Field-based,"Univ Sao Paulo, Inst Oceanog, Programa Posgrad Oceanog Biol, BR-05508120 Sao Paulo, SP",Brazil,NA,NA,Brazil,NA,NA,NA
472,Mesophotic depths as refuge areas for fishery-targeted species on coral reefs,CORAL REEFS,2016,30,10.1007/s00338-015-1386-8,Field-based,"Dept Pk & Wildlife, Perth, WA 6151, Palau Int Coral Reef Ctr, POB 7086, Koror 96940, Univ Western Australia, Fac Nat & Agr Sci, UWA Oceans Inst & Sch Plant Biol, Crawley, WA 6009, Univ Western Australia, Sch Plant Biol, Crawley, WA 6009","Australia, Palau",NA,NA,Northern Mariana Islands,NA,NA,NA
473,Upper and lower mesophotic coral reef fish communities evaluated by underwater visual censuses in two Caribbean locations,CORAL REEFS,2016,24,10.1007/s00338-015-1381-0,Field-based,"Calif Acad Sci, 55 Mus Concourse Dr,Golden Gate Pk, San Francisco, Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, 100 Shaffer Rd, Santa Cruz",United States,NA,SPC,Bermuda,NA,NA,NA
473,Upper and lower mesophotic coral reef fish communities evaluated by underwater visual censuses in two Caribbean locations,CORAL REEFS,2016,24,10.1007/s00338-015-1381-0,Field-based,"Calif Acad Sci, 55 Mus Concourse Dr,Golden Gate Pk, San Francisco, Univ Calif Santa Cruz, Dept Ecol & Evolutionary Biol, 100 Shaffer Rd, Santa Cruz",United States,NA,SPC,Curacao,NA,NA,NA
474,Tectonic subsidence provides insight into possible coral reef futures under rapid sea-level rise,CORAL REEFS,2016,8,10.1007/s00338-015-1365-0,Field-based,"Univ Queensland, ARC Ctr Excellence Reef Studies, Sch Biol Sci, St Lucia, Qld 4072, Univ Queensland, Global Change Inst, St Lucia, Qld 4072, Univ Queensland, Marine Spatial Ecol Lab, St Lucia, Qld 4072",Australia,NA,BNE,Solomon Islands,NA,NA,NA
475,Thermal stress markers in Colpophyllia natans provide an archive of site-specific bleaching events,CORAL REEFS,2016,6,10.1007/s00338-015-1350-7,Field-based,"Australian Natl Univ, Res Sch Biol, Canberra, ACT 0200, Australian Natl Univ, Res Sch Earth Sci, Canberra, ACT 0200",Australia,NA,NA,Trinidad and Tobago,NA,NA,NA
477,"Experimental analysis of the effects of consumer exclusion on recruitment and succession of a coral reef system along a water quality gradient in the Spermonde Archipelago, Indonesia",CORAL REEFS,2016,5,10.1007/s00338-015-1369-9,Field-based,"Leibniz Ctr Trop Marine Ecol, Algae & Seagrass Ecol Grp, Bremen, Univ Bremen, Fac Biol & Chem, D-28359 Bremen",Germany,NA,NA,Indonesia,NA,NA,NA
478,Competition for shelter in a high-diversity system: structure use by large reef fishes,CORAL REEFS,2016,4,10.1007/s00338-015-1362-3,Field-based,"James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, James Cook Univ, Coll Marine & Environm Sci, Townsville, Qld 4811",Australia,NA,TSV,Australia,NA,NA,NA
479,"Foraging mode of the grey reef shark, Carcharhinus amblyrhynchos, under two different scenarios",CORAL REEFS,2016,5,10.1007/s00338-015-1366-z,Field-based,"Wildlife Marine, Perth, WA 6020",Australia,NA,NA,French Polynesia,NA,NA,NA
480,"Estimating the role of three mesopredatory fishes in coral reef food webs at Ningaloo Reef, Western Australia",CORAL REEFS,2016,3,10.1007/s00338-015-1367-y,Field-based,"Curtin Univ, Dept Environm & Agr, POB 1987, Bentley, WA 6102",Australia,NA,NA,Australia,NA,NA,NA
481,The ups and downs of coral reef fishes: the genetic characteristics of a formerly severely overfished but currently recovering Nassau grouper fish spawning aggregation,CORAL REEFS,2016,3,10.1007/s00338-015-1370-3,Field-based,"Nova SE Univ, Guy Harvey Res Inst, Oceanog Ctr, 8000 North Ocean Dr, Dania, Nova SE Univ, Natl Coral Reef Inst, 8000 North Ocean Dr, Dania",United States,NA,NA,Cayman Islands,NA,NA,NA
481,The ups and downs of coral reef fishes: the genetic characteristics of a formerly severely overfished but currently recovering Nassau grouper fish spawning aggregation,CORAL REEFS,2016,3,10.1007/s00338-015-1370-3,Field-based,"Nova SE Univ, Guy Harvey Res Inst, Oceanog Ctr, 8000 North Ocean Dr, Dania, Nova SE Univ, Natl Coral Reef Inst, 8000 North Ocean Dr, Dania",United States,NA,NA,United States Virgin Islands,NA,NA,NA
482,Three decades of recurrent declines and recoveries in corals belie ongoing change in fish assemblages,CORAL REEFS,2016,17,10.1007/s00338-015-1371-2,Field-based,"CNRS EPHE UPVD, CRIOBE, Natl Ctr Sci Res, USR 3278, F-66860 Perpignan, Lab Excellence CORAIL, Perpignan, Univ Montreal, Dept Sci Biol, CP 6128,Succursale Ctr Ville, Montreal, PQ H3C 3J7","France, Canada",NA,NA,French Polynesia,NA,NA,NA
483,Near-reef elemental signals in the otoliths of settling Pomacentrus amboinensis (Pomacentridae),CORAL REEFS,2016,2,10.1007/s00338-015-1376-x,Field-based,"James Cook Univ, Coll Marine & Environm Sci, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811",Australia,NA,TSV,Australia,NA,NA,NA
485,Evidence of Partial Migration in a Large Coastal Predator: Opportunistic Foraging and Reproduction as Key Drivers?,PLOS ONE,2016,19,10.1371/journal.pone.0147608,Field-based,"James Cook Univ, Coll Marine & Environm Sci, Australian Inst Marine Sci, AIMS JCU, Townsville, Qld 4811, James Cook Univ, Coll Marine & Environm Sci, Townsville, Qld 4811, James Cook Univ, Ctr Sustainable Trop Fisheries & Aquaculture, Townsville, Qld 4811",Australia,NA,TSV,Australia,NA,NA,NA
487,"Evidence of seabird guano enrichment on a coral reef in Oahu, Hawaii",MARINE BIOLOGY,2016,2,10.1007/s00227-015-2808-4,Field-based,"Univ Calif Santa Cruz, Ecol & Evolutionary Biol Dept, Santa Cruz, Univ Calif Santa Cruz, Mol Cell & Dev Biol Dept, Santa Cruz",United States,NA,SPC,United States,NA,NA,NA
488,Female defence polygyny and plasticity in the mating system of the demersal triggerfish Rhinecanthus aculeatus (Pisces: Balistidae) from Okinawa Island,MARINE BIOLOGY,2016,1,10.1007/s00227-015-2780-z,Field-based,"Univ Ryukyus, Grad Sch Engn & Sci, 1 Senbaru, Nishihara, Okinawa 9030213",Japan,NA,NA,Japan,NA,NA,NA
489,Ecological and morphological traits predict depth-generalist fishes on coral reefs,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,13,10.1098/rspb.2015.2332,Field-based,"Australian Inst Marine Sci, Townsville, Qld 4810, James Cook Univ, Ctr Excellence Coral Reef Studies, Australian Res Council, Townsville, Qld 4811",Australia,NA,TSV,"Micronesia, Federated States of",NA,NA,NA
489,Ecological and morphological traits predict depth-generalist fishes on coral reefs,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2016,13,10.1098/rspb.2015.2332,Field-based,"Australian Inst Marine Sci, Townsville, Qld 4810, James Cook Univ, Ctr Excellence Coral Reef Studies, Australian Res Council, Townsville, Qld 4811",Australia,NA,TSV,United States,NA,NA,NA
492,Recruitment and Succession in a Tropical Benthic Community in Response to In-Situ Ocean Acidification,PLOS ONE,2016,7,10.1371/journal.pone.0146707,Field-based,"Univ Calif Irvine, Dept Earth Syst Sci, Irvine, Univ Calif Santa Cruz, Dept Earth & Planetary Sci, Santa Cruz",United States,NA,SPC,Mexico,NA,NA,NA
497,"Disease Prevalence and Snail Predation Associated with Swell-Generated Damage on the Threatened Coral, Acropora palmata (Lamarck)",FRONTIERS IN MARINE SCIENCE,2016,5,10.3389/fmars.2016.00077,Field-based,"Natl Marine Fisheries Serv, Southeast Fisheries Sci Ctr, Miami, Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Cooperat Inst Marine & Atmospher Studies, 4600 Rickenbacker Causeway, Miami",United States,NA,MIA,United States Virgin Islands,NA,NA,NA
500,Ontogenetic Changes in the Bacteria Symbiont Community of the Tropical Demosponge Amphimedon queenslandica: Metamorphosis Is a New Beginning,FRONTIERS IN MARINE SCIENCE,2016,7,10.3389/fmars.2016.00228,Field-based,"Univ Queensland, Sch Biol Sci, Marine Genom Lab, Brisbane, Qld",Australia,NA,BNE,Australia,NA,NA,NA
501,Draft Genomes Shed Light on the Dual Bacterial Symbiosis that Dominates the Microbiome of the Coral Reef Sponge Amphimedon queenslandica,FRONTIERS IN MARINE SCIENCE,2016,6,10.3389/fmars.2016.00196,Field-based,"Univ Queensland, Sch Biol Sci, Marine Genom Lab, Brisbane, Qld",Australia,NA,BNE,Australia,NA,NA,NA
502,Density Dependence Drives Habitat Production and Survivorship of Acropora cervicornis Used for Restoration on a Caribbean Coral Reef,FRONTIERS IN MARINE SCIENCE,2016,5,10.3389/fmars.2016.00261,Field-based,"Florida Int Univ, Dept Biol Sci, North Miami, Univ Calif Santa Barbara, Dept Ecol Evolut & Marine Biol, Santa Barbara",United States,NA,NA,United States,NA,NA,NA
503,Intermittent Hypoxia and Prolonged Suboxia Measured In situ in a Marine Sponge,FRONTIERS IN MARINE SCIENCE,2016,5,10.3389/fmars.2016.00263,Field-based,"Tel Aviv Univ, Fac Life Sci, Dept Zool, Tel Aviv",Israel,NA,NA,Israel,NA,NA,NA
506,Antagonistic Effects of Ocean Acidification and Rising Sea Surface Temperature on the Dissolution of Coral Reef Carbonate Sediments,FRONTIERS IN MARINE SCIENCE,2016,6,10.3389/fmars.2016.00211,Field-based,"Southern Cross Univ, Sch Environm Sci & Engn, Ctr Coastal Biogeochem, Lismore, NSW",Australia,NA,NA,Australia,NA,NA,NA
507,Five Decades of Marine Megafauna Surveys from Micronesia,FRONTIERS IN MARINE SCIENCE,2016,3,10.3389/fmars.2015.00116,Field-based,"Natl Acad Sci, Natl Res Council, Washington, NOAA Fisheries, Pacific Isl Fisheries Sci Ctr, Marine Turtle Biol & Assessment Program, Honolulu",United States,NA,NA,Guam,NA,NA,NA
508,"Episodic Disturbance from Boat Anchoring Is a Major Contributor to, but Does Not Alter the Trajectory of, Long-Term Coral Reef Decline",PLOS ONE,2015,2,10.1371/journal.pone.0144498,Field-based,"Univ Rhode Isl, Dept Nat Resources Sci, Kingston",United States,NA,PVD,British Virgin Islands,NA,NA,NA
510,Marine reserve recovery rates towards a baseline are slower for reef fish community life histories than biomass,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2015,15,10.1098/rspb.2015.1938,Field-based,"Wildlife Conservat Soc, Marine Programs, Bronx",United States,NA,LGA,United Kingdom,NA,NA,NA
516,Reaping the reef: Provisioning services from coral reefs in Solomon Islands,MARINE POLICY,2015,8,10.1016/j.marpol.2015.09.023,Field-based,"WorldFish, Honiara",Solomon Islands,NA,NA,Solomon Islands,NA,NA,NA
518,With a Little Help from My Friends: Group Orientation by Larvae of a Coral Reef Fish,PLOS ONE,2015,13,10.1371/journal.pone.0144060,Field-based,"Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Miami, Univ Paris 06, Sorbonne Univ, CNRS, LOV, F-06230 Villefranche Sur Mer","United States, France",NA,MIA,Australia,NA,NA,NA
519,Nitrogen transfer in a Caribbean mutualistic network,MARINE BIOLOGY,2015,7,10.1007/s00227-015-2767-9,Field-based,"Auburn Univ, Dept Biol Sci, Auburn",United States,NA,NA,United States,NA,NA,NA
522,Using an isolated population boom to explore barriers to recovery in the keystone Caribbean coral reef herbivore Diadema antillarum,CORAL REEFS,2015,5,10.1007/s00338-015-1329-4,Field-based,"Operat Wallacea, Spilsby PE23 4EX, Lincs, Univ Oxford, Dept Zool, Oxford OX1 3PS",United Kingdom,NA,NA,Honduras,NA,NA,NA
523,"Small herbivores suppress algal accumulation on Agatti atoll, Indian Ocean",CORAL REEFS,2015,4,10.1007/s00338-015-1331-x,Field-based,"Masaryk Univ, Fac Sci, Dept Bot & Zool, CS-61137 Brno",Czech Republic,NA,NA,India,NA,NA,NA
524,Photoacclimation supports environmental tolerance of a sponge to turbid low-light conditions,CORAL REEFS,2015,7,10.1007/s00338-015-1340-9,Field-based,"Victoria Univ Wellington, Sch Biol Sci, Wellington",New Zealand,NA,NA,Indonesia,NA,NA,NA
526,Ghosts of thermal past: reef fish exposed to historic high temperatures have heightened stress response to further stressors,CORAL REEFS,2015,8,10.1007/s00338-015-1333-8,Field-based,"USR 3278 CRIOBE CNRS EPHE UPVD, BP 1013, Papetoai 98729, Moorea",French Polynesia,NA,NA,France,NA,NA,NA
528,Assessing environmental correlates of fish movement on a coral reef,CORAL REEFS,2015,12,10.1007/s00338-015-1318-7,Field-based,"Australian Inst Marine Sci, Townsville, Qld 4810, James Cook Univ, AIMS JCU, Townsville, Qld 4811, James Cook Univ, Coll Marine & Environm Sci, Townsville, Qld 4811, James Cook Univ, Ctr Sustainable Trop Fisheries & Aquaculture, Townsville, Qld 4811",Australia,NA,TSV,Australia,NA,NA,NA
529,"Pelagic larval duration and settlement size of a reef fish are spatially consistent, but post-settlement growth varies at the reef scale",CORAL REEFS,2015,3,10.1007/s00338-015-1330-y,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Cairns, Qld 4878, James Cook Univ, Coll Marine & Environm Sci, Cairns, Qld 4878, James Cook Univ, Ctr Trop Environm & Sustainabil Sci, Cairns, Qld 4878",Australia,NA,TSV,Philippines,NA,NA,NA
531,Squidpops: A Simple Tool to Crowdsource a Global Map of Marine Predation Intensity,PLOS ONE,2015,8,10.1371/journal.pone.0142994,Field-based,"Coll William & Mary, Virginia Inst Marine Sci, Gloucester Point, Smithsonian Inst, Tennenbaum Marine Observ Network, Washington",United States,NA,NA,Belize,NA,NA,NA
531,Squidpops: A Simple Tool to Crowdsource a Global Map of Marine Predation Intensity,PLOS ONE,2015,8,10.1371/journal.pone.0142994,Field-based,"Coll William & Mary, Virginia Inst Marine Sci, Gloucester Point, Smithsonian Inst, Tennenbaum Marine Observ Network, Washington",United States,NA,NA,United States,NA,NA,NA
532,Shifts in coral reef biogeochemistry and resulting acidification linked to offshore productivity,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2015,20,10.1073/pnas.1507021112,Field-based,"Univ Calif San Diego, Scripps Inst Oceanog, La Jolla",United States,NA,NA,Bermuda,NA,NA,NA
534,"Occupation Dynamics and Impacts of Damselfish Territoriality on Recovering Populations of the Threatened Staghorn Coral, Acropora cervicornis",PLOS ONE,2015,13,10.1371/journal.pone.0141302,Field-based,"Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Dept Marine Biol & Ecol, Miami",United States,NA,MIA,United States,NA,NA,NA
535,Effects of Seasonal Upwelling on Inorganic and Organic Matter Dynamics in the Water Column of Eastern Pacific Coral Reefs,PLOS ONE,2015,8,10.1371/journal.pone.0142681,Field-based,"Leibniz Ctr Trop Marine Ecol, Bremen, Univ Bremen, Fac Biol & Chem, D-28359 Bremen",Germany,NA,NA,Costa Rica,NA,NA,NA
537,Damsel in distress: captured damselfish prey emit chemical cues that attract secondary predators and improve escape chances,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2015,7,10.1098/rspb.2015.2038,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia; James Cook Univ, Coll Marine & Environm Sci, Townsville, Qld 4811",Australia,NA,TSV,Australia,NA,NA,NA
538,Population Structure of Montastraea cavernosa on Shallow versus Mesophotic Reefs in Bermuda,PLoS One,2015,6,10.1371/journal.pone.0142427,Field-based,"Bermuda Inst Ocean Sci, St Georges GE 01",Bermuda,NA,NA,Bermuda,NA,NA,NA
543,What Happens after Conservation and Management Donors Leave? A Before and After Study of Coral Reef Ecology and Stakeholder Perceptions of Management Benefits,PLOS ONE,2015,2,10.1371/journal.pone.0138769,Field-based,"Marine Program, Wildlife Conservat Soc, Bronx, Wildlife Conservat Soc, Marine Program, Mombasa","United States, Kenya",NA,MBA,"Tanzania, United Republic Of",NA,NA,NA
544,Quantifying the Human Impacts on Papua New Guinea Reef Fish Communities across Space and Time,PLOS ONE,2015,3,10.1371/journal.pone.0140682,Field-based,"Amer Museum Nat Hist, Div Vertebrate Zool, New York, Columbia Univ, Dept Ecol Evolut & Environm Biol, New York",United States,NA,NA,Papua New Guinea,NA,NA,NA
547,Varying annual patterns of reproduction in four species of coral reef fish in a monsoonal environment,MARINE BIOLOGY,2015,5,10.1007/s00227-015-2725-6,Field-based,"James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Coll Marine & Environm Sci, Townsville, Qld 4811, Silliman Univ, Angelo King Ctr Res & Environm Management, Inst Environm & Marine Sci, Dumaguete 6200, Negros Oriental","Australia, Philippines",NA,TSV,Philippines,NA,NA,NA
548,The parrotfish-coral relationship: refuting the ubiquity of a prevailing paradigm,MARINE BIOLOGY,2015,29,10.1007/s00227-015-2728-3,Field-based,"Australian Res Council, Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Coll Marine & Environm Sci, Townsville, Qld 4811",Australia,NA,TSV,Philippines,NA,NA,NA
551,"Exploring the nature of ecological specialization in a coral reef fish community: morphology, diet and foraging microhabitat use",PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2015,24,10.1098/rspb.2015.1147,Field-based,"ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Coll Marine & Environm Sci, Townsville, Qld 4811",Australia,NA,TSV,Guam,NA,NA,NA
552,Understanding the Spatio-Temporal Response of Coral Reef Fish Communities to Natural Disturbances: Insights from Beta-Diversity Decomposition,PLOS ONE,2015,19,10.1371/journal.pone.0138696,Field-based,"CNRS, CRIOBE USR CNRS EPHE UPVD 3278, F-66860 Perpignan, Lab Excellence CORAIL, F-66860 Perpignan, Univ Montreal, Dept Sci Biol, Montreal, PQ H3C 3J7","France, Canada",NA,NA,French Polynesia,NA,NA,NA
553,Lime Juice and Vinegar Injections as a Cheap and Natural Alternative to Control COTS Outbreaks,PLOS ONE,2015,8,10.1371/journal.pone.0137605,Field-based,"Fisheries Dept Vanuatu, Port Vila, IRD, UMR ENTROPIE 9220, Noumea","Vanuatu, New Caledonia",NA,NOU,Vanuatu,NA,NA,NA
554,Competitors as accomplices: seaweed competitors hide corals from predatory sea stars,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,2015,11,10.1098/rspb.2015.0714,Field-based,"Georgia Inst Technol, Sch Biol, Atlanta, GA 30332 USA; Georgia Inst Technol, Aquat Chem Ecol Ctr, Atlanta",United States,NA,NA,Fiji,NA,NA,NA
557,Ontogenetic habitat utilization patterns of juvenile reef fish in low-predation habitats,MARINE BIOLOGY,2015,1,10.1007/s00227-015-2712-y,Field-based,"Natl Chung Hsing Univ, Dept Life Sci, Taichung 402, Natl Chung Hsing Univ, Res Ctr Global Change Biol, Taichung 402",Taiwan,NA,NA,"Taiwan, Province Of China",NA,NA,NA
560,Parrotfish size as a useful indicator of fishing effects in a small Caribbean island,CORAL REEFS,2015,7,10.1007/s00338-015-1295-x,Field-based,"Univ W Indies, Dept Biol & Chem Sci, Wanstead",Barbados,NA,NA,Barbados,NA,NA,NA
562,Movement patterns of silvertip sharks (Carcharhinus albimarginatus) on coral reefs,CORAL REEFS,2015,9,10.1007/s00338-015-1312-0,Field-based,"James Cook Univ, AIMS JCU, Australian Inst Marine Sci, Coll Marine & Environm Sci, Townsville, Qld 4811, James Cook Univ, Ctr Sustainable Trop Fisheries & Aquaculture, Coll Marine & Environm Sci, Townsville, Qld 48113",Australia,NA,TSV,Australia,NA,NA,NA
566,"High prevalence of obligate coral-dwelling decapods on dead corals in the Chagos Archipelago, central Indian Ocean",CORAL REEFS,2015,11,10.1007/s00338-015-1307-x,Field-based,"Linacre Coll, Oxford OX1 3JA, Univ Oxford, Dept Zool, Oxford OX1 3PS, Zool Soc London, Conservat Programmes, London NW1 4RY",United Kingdom,NA,NA,Chagos,NA,NA,NA
569,"High-resolution physical and biogeochemical variability from a shallow back reef on Ofu, American Samoa: an end-member perspective",CORAL REEFS,2015,13,10.1007/s00338-015-1308-9,Field-based,"Stanford Univ, Dept Earth Syst Sci, Stanford",United States,NA,NA,American Samoa,NA,NA,NA
572,Recent Invasion of the Symbiont-Bearing Foraminifera Pararotalia into the Eastern Mediterranean Facilitated by the Ongoing Warming Trend,PLOS ONE,2015,15,10.1371/journal.pone.0132917,Field-based,"Univ Bremen, Ctr Marine Environm Sci, MARUM, D-28359 Bremen",Germany,NA,NA,Israel,NA,NA,NA
577,"From Reef to Table: Social and Ecological Factors Affecting Coral Reef Fisheries, Artisanal Seafood Supply Chains, and Seafood Security",PLOS ONE,2015,25,10.1371/journal.pone.0123856,Field-based,"Conservat Int, Betty & Gordon Moore Ctr Sci & Oceans, Honolulu, Stanford Univ, Ctr Ocean Solut, Stanford Woods Inst Environm, Monterey",United States,NA,NA,United States,NA,NA,NA
581,Participating in a Citizen Science Monitoring Program: Implications for Environmental Education,PLOS ONE,2015,8,10.1371/journal.pone.0131812,Field-based,"Univ Bologna, Biol Sect, Dept Biol Geol & Environm Sci, Marine Sci Grp,Citizen Sci Lab, I-40126 Bologna",Italy,NA,NA,Egypt,NA,NA,NA
581,Participating in a Citizen Science Monitoring Program: Implications for Environmental Education,PLOS ONE,2015,8,10.1371/journal.pone.0131812,Field-based,"Univ Bologna, Biol Sect, Dept Biol Geol & Environm Sci, Marine Sci Grp,Citizen Sci Lab, I-40126 Bologna",Italy,NA,NA,Saudi Arabia,NA,NA,NA
581,Participating in a Citizen Science Monitoring Program: Implications for Environmental Education,PLOS ONE,2015,8,10.1371/journal.pone.0131812,Field-based,"Univ Bologna, Biol Sect, Dept Biol Geol & Environm Sci, Marine Sci Grp,Citizen Sci Lab, I-40126 Bologna",Italy,NA,NA,Sudan,NA,NA,NA
583,Simulated Macro-Algal Outbreak Triggers a Large-Scale Response on Coral Reefs,PLOS ONE,2015,5,10.1371/journal.pone.0132895,Field-based,"James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, James Cook Univ, Coll Marine & Environm Sci, Townsville, Qld 4811, MSci Pty Ltd, Perth, WA",Australia,NA,TSV,Australia,NA,NA,NA
584,Keeping Food on the Table: Human Responses and Changing Coastal Fisheries in Solomon Islands,PLOS ONE,2015,14,10.1371/journal.pone.0130800,Field-based,"Univ Queensland, Sch Civil Engn, Brisbane, Qld",Australia,NA,BNE,Solomon Islands,NA,NA,NA
586,Major Sources of Organic Matter in a Complex Coral Reef Lagoon: Identification from Isotopic Signatures (delta C-13 and delta N-15),PLOS ONE,2015,11,10.1371/journal.pone.0131555,Field-based,"Univ La Nouvelle Caledonie, Lab LIVE, Noumea 98851, Univ La Nouvelle Caledonie, LABEX Corail, Noumea 98851",New Caledonia,NA,NOU,New Caledonia,NA,NA,NA
590,Spectral Diversity and Regulation of Coral Fluorescence in a Mesophotic Reef Habitat in the Red Sea,PLOS ONE,2015,20,10.1371/journal.pone.0128697,Field-based,"Interuniv Inst Marine Sci Eilat, Elat, Tel Aviv Univ, Dept Zool, IL-69978 Tel Aviv",Israel,NA,NA,Israel,NA,NA,NA
591,The Micronesia Challenge: Assessing the Relative Contribution of Stressors on Coral Reefs to Facilitate Science-to-Management Feedback,PLOS ONE,2015,17,10.1371/journal.pone.0130823,Field-based,"Univ Guam, Marine Lab, UOG Stn, Mangilao",United States,NA,NA,"Micronesia, Federated States of",NA,NA,NA
591,The Micronesia Challenge: Assessing the Relative Contribution of Stressors on Coral Reefs to Facilitate Science-to-Management Feedback,PLOS ONE,2015,17,10.1371/journal.pone.0130823,Field-based,"Univ Guam, Marine Lab, UOG Stn, Mangilao",United States,NA,NA,Northern Mariana Islands,NA,NA,NA
594,Six Month In Situ High-Resolution Carbonate Chemistry and Temperature Study on a Coral Reef Flat Reveals Asynchronous pH and Temperature Anomalies,PLOS ONE,2015,23,10.1371/journal.pone.0127648,Field-based,"Univ Calif San Diego, Scripps Inst Oceanog, Integrat Oceanog Div, San Diego, Univ Queensland, Global Change Inst, Brisbane, Qld, Univ Queensland, Sch Biol Sci, Coral Reef Ecosyst Lab, Brisbane, Qld","United States, Australia",NA,BNE,Australia,NA,NA,NA
595,Evaluating taboo trade-offs in ecosystems services and human well-being,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,2015,83,10.1073/pnas.1414900112,Field-based,"Stockholm Univ, Stockholm Resilience Ctr, SE-10691 Stockholm, Univ E Anglia, Sch Int Dev, Norwich NR4 7TJ, Norfolk","Sweden, United Kingdom",NA,NA,Kenya,NA,NA,NA
598,Effects of predators on sea urchin density and habitat use in a southern California kelp forest,MARINE BIOLOGY,2015,4,10.1007/s00227-015-2664-2,Field-based,"San Diego State, Dept Biol, San Diego",Germany,NA,NA,United States,NA,NA,NA
602,Coral reef recovery in the Galapagos Islands: the northernmost islands (Darwin and Wenman),CORAL REEFS,2015,28,10.1007/s00338-015-1280-4,Field-based,"Univ Miami, Dept Marine Biol & Ecol, Rosenstiel Sch Marine & Atmospher Sci, Miami",United States,NA,MIA,Ecuador,NA,NA,NA
606,Benthic community composition on submerged reefs in the central Great Barrier Reef,CORAL REEFS,2015,14,10.1007/s00338-015-1261-7,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, James Cook Univ, Sch Earth & Environm Sci, Townsville, Qld 4811",Australia,NA,TSV,Australia,NA,NA,NA
607,"Distribution, abundance and diversity of crustose coralline algae on the Great Barrier Reef",CORAL REEFS,2015,13,10.1007/s00338-015-1263-5,Field-based,"Univ Queensland, Queensland Brain Inst, CoralWatch, St Lucia, Qld 4072, Univ Queensland, Sch Biol Sci, Ctr Marine Sci, St Lucia, Qld 4072",Australia,NA,BNE,Australia,NA,NA,NA
